,word,frequency
1769,graham,1
1770,slam,1
1771,custom,1
1772,gyros,1
1773,distance,1
1774,tiramisu,1
1775,dolmas,1
1776,vinegary,1
1777,entree,1
1778,cd,1
1779,romas,1
1780,locations,1
1781,cozy,1
1782,applaud,1
1783,eggplant,1
1784,favorites,1
1785,leave,1
1786,desired,1
1787,cheesesticks,1
1788,calimari,1
1789,replaced,1
1790,olive,1
1791,garden,1
1792,homey,1
1793,school,1
1794,talked,1
1795,fragglerock,1
1796,ruled,1
1797,hop,1
1798,wu,1
1799,tang,1
1800,clan,1
1801,packed,1
1802,welcomes,1
1803,dogs,1
1804,key,1
1805,lime,1
1806,pie,1
1807,sadly,1
1808,allows,1
1809,smoking,1
1810,nonsmoking,1
1811,pretzels,1
1812,dip,1
1813,velveeta,1
1814,nastiest,1
1815,native,1
1816,wisconsinite,1
1817,offense,1
1818,pretzel,1
1819,brat,1
1820,seriously,1
1821,buns,1
1822,soggy,1
1823,underwhelming,1
1824,epic,1
1825,pub,1
1826,focus,1
1827,serving,1
1828,mitchells,1
1829,yumo,1
1830,spend,1
1831,headed,1
1832,345,1
1833,seated,1
1834,running,1
1835,ordred,1
1836,gyro,1
1837,slouvaki,1
1838,spanokopita,1
1839,filo,1
1840,dough,1
1841,harder,1
1842,hotdog,1
1843,opa,1
1844,attached,1
1845,drury,1
1846,plaza,1
1847,conveniently,1
1848,party,1
1849,forgotten,1
1850,massive,1
1851,shandy,1
1852,margaritas,1
1853,patron,1
1854,dictate,1
1855,ie,1
1856,capitalized,1
1857,mean,1
1858,business,1
1859,escapes,1
1860,flavored,1
1861,sausagepeppers,1
1862,fortunately,1
1863,refrigerator,1
1864,pinpoint,1
1865,dessert,1
1866,point,1
1867,brownie,1
1868,blondie,1
1869,crumbcake,1
1870,pleasantly,1
1871,suck,1
1872,bland,1
1873,liking,1
1874,complete,1
1875,contrast,1
1876,sparse,1
1877,showing,1
1878,chairs,1
1879,awkwardly,1
1880,close,1
1881,looking,1
1882,treats,1
1883,classy,1
1884,cocktailsdrinks,1
1885,warning,1
1886,empty,1
1887,stomach,1
1888,expectation,1
1889,mentioned,1
1890,status,1
1891,575,1
1892,nicely,1
1893,topppings,1
1894,sacues,1
1895,sourdough,1
1896,alessandra,1
1897,respectful,1
1898,box,1
1899,kudos,1
1900,providing,1
1901,allowed,1
1902,pickup,1
1903,deceiving,1
1904,regret,1
1905,bigger,1
1906,loose,1
1907,leaf,1
1908,paraphernalia,1
1909,creative,1
1910,relaxing,1
1911,reading,1
1912,books,1
1913,passionate,1
1914,beat,1
1915,manayunk,1
1916,arts,1
1917,festival,1
1918,countless,1
1919,toasted,1
1920,rainbow,1
1921,sprinkles,1
1922,strawberries,1
1923,blueberries,1
1924,raspberries,1
1925,already,1
1926,opening,1
1927,lobsters,1
1928,sizes,1
1929,evening,1
1930,jessica,1
1931,apologizing,1
1932,samosas,1
1933,tikka,1
1934,masala,1
1935,tagineamazing,1
1936,upset,1
1937,cuisines,1
1938,unprepared,1
